date,average_temperature,rainfall,weekend,holiday,price_per_kg,promo,demand,previous_days_demand,competitor_price_per_kg,marketing_intensity
2011-03-16 11:55:09.660010,30.58472685635918,1.199290759407501,0,0,1.726258487008103,0,851.375335777098,851.2766588737244,1.9353455843054523,0.09867690337364643
2011-03-17 11:55:09.660010,15.4650686212835,1.037626339563864,0,0,0.5764709401337892,0,906.8559433914181,851.2766588737244,2.3447202589339495,0.0193176931332133
2011-03-18 11:55:09.660010,10.786525222541337,5.656089170694659,0,0,2.5133278261686463,0,808.3049093775974,906.8366256982849,0.9988029531435728,0.4094851005416002
2011-03-19 11:55:09.660010,23.64815416797147,12.030936691012833,1,0,1.839224945116557,0,1099.8338099833932,857.8954242770558,0.7617395461686154,0.8728029941569355
2011-03-20 11:55:09.660010,13.861390511387913,4.3038115595732265,1,0,1.531771948251493,0,1283.9490607431298,1148.9610069892362,2.1234357194580467,0.8207787740593377
2011-03-21 11:55:09.660010,14.674082315677506,1.9792164584842529,0,0,0.5409116890342471,0,1029.1599091817088,1283.1282819690705,1.7489734732657187,0.8207787740593377
2011-03-22 11:55:09.660010,20.55869234062945,8.717749361544199,0,0,0.9627212289287633,0,1037.242388759621,1028.3391304076495,2.7768326197486317,0.8697448609815424
2011-03-23 11:55:09.660010,25.138812487847655,4.470284193066657,0,0,1.309277771871674,0,919.0081278159798,1036.3726438986394,2.9534907481275776,0.936142360809945
2011-03-24 11:55:09.660010,22.30885280018967,5.119014043179736,0,0,0.8880814935015312,0,914.9004719513173,918.0719854551699,2.7708655111981706,0.9952874042123011
2011-03-25 11:55:09.660010,26.102976692730103,4.805820681085046,0,0,2.238671632374483,0,861.0824706151351,913.905184547105,2.480623663346661,0.7742299573427318
2011-03-26 11:55:09.660010,32.82623697937525,1.391707940405754,1,0,2.243112440019373,0,1110.0005493064418,860.3082406577923,0.5392972768286279,0.8323877935058208
2011-03-27 11:55:09.660010,29.277602732211943,0.23467073042201952,1,0,0.5853511246562234,0,1241.7670215247588,1159.168161512936,2.696769583345259,0.8763803059367612
2011-03-28 11:55:09.660010,17.209030485013248,1.2381627779696998,0,0,1.8766246737880574,0,860.0645821289654,1240.890641218822,0.8942621239454693,0.8763803059367612
2011-03-29 11:55:09.660010,20.386033601349524,10.483500521234534,0,0,2.196173864460339,0,841.5429855917027,909.1882018230286,1.1034299729243995,0.8763803059367612
2011-03-30 11:55:09.660010,18.287260881604418,6.808138520001743,0,0,1.669776879432188,0,863.6459280929456,890.666605285766,1.0791085760638912,0.8123686861517423
2011-03-31 11:55:09.660010,19.158167368548924,4.865806333898898,0,0,0.9803099784024581,1,1117.902011461676,912.8335594067938,1.2867490951683576,0.8123686861517423
2011-04-01 11:55:09.660010,17.804883447934753,2.566793627103869,0,0,2.079980041293174,1,1004.1349915054031,1117.0896427755242,1.9336701510515317,0.8123686861517423
2011-04-02 11:55:09.660010,24.511146065573193,20.743010619484398,1,0,1.393268090235475,1,1424.930025680391,1053.3226228192514,0.8671208075585628,0.886158053527293
2011-04-03 11:55:09.660010,12.823793208510217,4.458842128758363,1,0,1.8814438028467486,1,1388.2343414525367,1474.0438676268639,2.6234257682392976,0.8648826460969309
2011-04-04 11:55:09.660010,18.146871489687292,2.0613507398139155,0,0,2.6785410465216906,1,966.2589673922388,1387.3694588064398,1.672626672278883,0.8648826460969309
2011-04-05 11:55:09.660010,31.31823682512207,4.846866812125214,0,0,1.834390588531641,1,1046.4641703705506,1015.3940847461419,1.6707659659390532,0.7406126788459119
2011-04-06 11:55:09.660010,14.150638744238305,1.661859864938663,0,0,0.6977956522324056,1,1145.4678347351194,1095.7235576917046,2.2098696904735857,0.7406126788459119
2011-04-07 11:55:09.660010,22.06195833556687,2.299968819770813,0,0,0.7194786567640006,1,1253.1061524046872,1144.7272220562734,2.4489710248869887,0.7406126788459119
2011-04-08 11:55:09.660010,23.77576416567278,2.577832280618309,0,0,1.4587057942127062,1,996.9421880058984,1252.3655397258412,2.0434987291553535,0.7830403140121643
2011-04-09 11:55:09.660010,25.06293881250646,6.025284964801729,1,0,2.372282723493426,1,1410.1850327322766,996.1591476918862,0.7088411576836555,0.7076386893207067
2011-04-10 11:55:09.660010,20.891628113637136,2.528053621362564,1,0,1.8305620758934935,1,1370.9708215525486,1459.477394042956,0.7845667322757803,0.7796106337121596
2011-04-11 11:55:09.660010,21.808027203341148,7.232474411044406,0,0,0.8244663693864012,1,1179.1896664015565,1420.1912109188365,2.5839023861229875,0.754473578900029
2011-04-12 11:55:09.660010,31.650026074238045,1.011748883458531,0,0,1.8401825710142603,1,1131.8643263684492,1178.4351928226565,1.4315193476441805,0.754473578900029
2011-04-13 11:55:09.660010,23.442156866489093,2.9795471134370217,0,0,1.0558667183811759,1,1152.22279489825,1181.1098527895492,0.8801849822992837,0.8562000513609574
2011-04-14 11:55:09.660010,22.11474316511455,0.31530556321290154,0,0,0.608477431930038,1,1195.801220225797,1201.366594846889,1.6965452266501606,0.8664835676662588
2011-04-15 11:55:09.660010,18.33262084556379,9.218575420107806,0,0,0.8455042302687892,1,1176.8303283926514,1194.9347366581305,2.4444336800010134,0.7994930315515858
2011-04-16 11:55:09.660010,24.563573637241845,0.6862993690104263,1,0,1.8097382899462167,1,1349.7667827283678,1176.0308353611,1.4796438965118615,0.8417502333754704
2011-04-17 11:55:09.660010,26.984205410668782,2.806248803323787,1,0,1.6160536934353003,1,1362.7957238347603,1398.9250324949924,1.0126914639200169,0.9375379574349854
2011-04-18 11:55:09.660010,23.61633127755025,5.754056473089657,0,0,2.79883637124233,1,1071.709661339012,1411.8581858773252,2.0384231625062745,0.8399753256463447
2011-04-19 11:55:09.660010,32.81716922729751,0.07814663793322149,0,0,2.4289360553157135,1,1033.0418159847595,1120.8696860133657,2.8549971116919757,0.7491871072338998
2011-04-20 11:55:09.660010,29.556262978324593,4.410357445474276,0,0,0.7643175901675349,1,1184.8589602037607,1032.2926288775257,2.0284048927955487,0.7221822149153573
2011-04-21 11:55:09.660010,27.76916518033987,0.9746459215485676,0,0,2.3888942595326697,1,1068.948136205233,1184.1367779888453,1.050769039181977,0.7221822149153573
2011-04-22 11:55:09.660010,12.301491095815155,1.1735246070401013,0,0,1.1767105202510202,1,1190.0589316823452,1118.2259539903175,1.619629590622121,0.7221822149153573
2011-04-23 11:55:09.660010,33.80621045542813,9.817622747636824,1,0,1.0060775341890178,1,1456.9128168397506,1189.3367494674299,1.966764577242253,0.8708228063274829
2011-04-24 11:55:09.660010,15.588290478749924,9.449493758487273,1,0,1.1600451994771774,1,1383.132597312395,1456.0419940334232,1.175785392344923,0.8708228063274829
2011-04-25 11:55:09.660010,11.651328957685699,2.5929793354889323,0,0,1.4504264554780688,1,1107.4075611972994,1382.2617745060677,1.604494117908522,0.8036504961933516
2011-04-26 11:55:09.660010,11.607180264588784,4.514970992453233,0,0,0.7454631775426372,1,1135.3286023821063,1106.603910701106,1.6437659404785392,0.9744259632947074
2011-04-27 11:55:09.660010,22.133972898949523,9.534606582998201,0,0,2.7134756630705166,1,1140.8162903784212,1134.3541764188117,1.554365363497804,0.713396880815248
2011-04-28 11:55:09.660010,10.37945808550067,1.4998949720439658,0,0,0.7114057114739065,1,1177.5266494893567,1190.102893497606,1.053236861589289,0.9793035380893296
2011-04-29 11:55:09.660010,25.88513582789545,19.628328519189328,0,0,1.128113899560776,1,1098.8521363603586,1176.5473459512673,1.9194433176985009,0.908679416937799
2011-04-30 11:55:09.660010,26.335592916355264,4.499489362790482,1,0,1.9420958170539586,1,1429.792050485071,1097.9434569434209,2.2388683706963164,0.908679416937799
2011-05-01 11:55:09.660010,29.189758591167298,5.9446205480748056,1,0,2.4702587927135857,0,1060.9392845793664,1428.8833710681333,2.0418072470335495,0.8014101227693584
2011-05-02 11:55:09.660010,16.233554012063674,1.1122827757732971,0,0,0.7700464643260583,0,1011.9174083141564,1110.137874456597,2.290605521312343,0.873906895077847
2011-05-03 11:55:09.660010,13.86909015368789,5.878043543511824,0,0,1.299187002118634,0,993.6588818555741,1011.0435014190786,2.292126703243541,0.873906895077847
2011-05-04 11:55:09.660010,32.61322934597155,12.35394405134742,0,0,2.822315949417581,0,796.1328779218383,992.7849749604962,2.367728126442442,0.873906895077847
2011-05-05 11:55:09.660010,19.137028311930443,1.9094891634905051,0,0,0.5518302382103488,0,971.0956214059972,845.2589710267604,2.957317007473953,0.9886240591152509
2011-05-06 11:55:09.660010,24.510432988677124,1.8437069646429767,0,0,2.8759497748717067,0,851.5868785949677,970.1069973468819,1.837553248118801,0.8735928020813624
2011-05-07 11:55:09.660010,22.363925522115803,6.47215974476577,1,0,2.151111909604072,0,1152.1147205420414,900.7132857928864,2.909685328914219,0.8735928020813624
2011-05-08 11:55:09.660010,30.615234047644265,0.3060622338226523,1,0,1.5769511292305236,1,1393.5021089094405,1151.24112773996,2.7804114348290714,0.7979472580334218
2011-05-09 11:55:09.660010,22.577278117642532,4.138934978053901,0,0,2.1014790436914534,0,892.6250536529584,1392.704161651407,1.5209465242172133,0.7979472580334218
2011-05-10 11:55:09.660010,26.771346242492438,1.7404714859738353,0,0,0.7613926454663076,0,976.5410900980916,941.827106394925,1.0861638646573542,0.7979472580334218
2011-05-11 11:55:09.660010,21.151108457479502,1.087462590036188,0,0,1.8225716715851312,0,920.0382692306575,975.7431428400581,1.4336651393907012,0.7601363698902199
2011-05-12 11:55:09.660010,11.258523067526665,7.247994269782723,0,0,2.8707729603540475,0,791.1085029812712,969.2781328607673,2.461856528475766,0.7601363698902199
2011-05-13 11:55:09.660010,29.628837296317666,3.3947053616298346,0,0,2.226950412803954,0,934.4119964151881,840.3483666113809,1.9845599593586205,0.8595504902635628
2011-05-14 11:55:09.660010,34.429233249851194,3.7035891710735527,1,0,0.5337319418364199,0,1356.3097853213703,983.5524459249245,1.3834761393436557,0.8044768455678365
